file_name,text
MaureenAgrazamendez_20260529_233243.png,Niabot ang delivery sa hapon
MaureenAgrazamendez_20260529_233504.png,Nikalit og pawong ang suga sa among balay
EdwinRojo_20260529_233548.png,Gisira niya ang bintana kay kusog hangin
MaureenAgrazamendez_20260529_233638.png,Gipalit nako ang pan ug gatas sa tindahan
MaureenAgrazamendez_20260529_233732.png,Naghulat siya sa jeepney sa kanto
MaureenAgrazamendez_20260529_233822.png,Gikuha ni mama ang labada sa gawas
MaureenAgrazamendez_20260529_233947.png,Nisaka mi sa bukid pagkabuntag
MaureenAgrazamendez_20260529_234102.png,Nagdula ang mga bata sa eskwelahan
MaureenAgrazamendez_20260529_234154.png,Gibutang nako ang plato sa lamesa
MaureenAgrazamendez_20260529_234303.png,Naghimo sila og proyekto sa classroom
MaureenAgrazamendez_20260529_234422.png,Gisira ni kuya ang pultahan sa kwarto
MaureenAgrazamendez_20260529_234509.png,Nipalit ko og isda sa merkado
MaureenAgrazamendez_20260529_234611.png,Gihulog niya ang sensilyo sa salog
MaureenAgrazamendez_20260529_234728.png,Nagtan-aw mi og salida kagabii
MaureenAgrazamendez_20260529_234842.png,Gipalong nako ang electric fan
MaureenAgrazamendez_20260529_234923.png,Gisuklay niya ang buhok sa bata
MaureenAgrazamendez_20260529_234959.png,Naglaba si ate sa likod balay
MaureenAgrazamendez_20260529_235040.png,Gidala nako ang bag sa opisina
MaureenAgrazamendez_20260529_235138.png,Nagtanom sila og kamatis sa uma
MaureenAgrazamendez_20260529_235220.png,Gikuptan niya ang baso nga adunay tubig
MaureenAgrazamendez_20260529_235333.png,Giduso sa bata ang lingkuranan
MaureenAgrazamendez_20260529_235444.png,Nagtulog ang iro ubos sa mesa
MaureenAgrazamendez_20260529_235628.png,Gihikap niya ang init na kaldero
MaureenAgrazamendez_20260529_235747.png,Nipalit si papa og bag-ong sapatos
MaureenAgrazamendez_20260530_000103.png,Gisulat nako ang assignment sa notebook
MaureenAgrazamendez_20260530_000146.png,Gikuha niya ang susi sa drawer
MaureenAgrazamendez_20260530_000242.png,Naghugas ko og plato human mokaon
MaureenAgrazamendez_20260530_000344.png,Gipalong nila ang telebisyon sa sala
MaureenAgrazamendez_20260530_000422.png,Naghulat ang pasahero sa terminal
MaureenAgrazamendez_20260530_000559.png,Gisul-ob niya ang jacket kay tugnaw.
MaureenAgrazamendez_20260530_000642.png,Gipaandar ni kuya ang motorsiklo
MaureenAgrazamendez_20260530_000715.png,Nibasa ko og libro sa library
MaureenAgrazamendez_20260530_000847.png,Gihigot niya ang pisi sa poste
MaureenAgrazamendez_20260530_000933.png,Gikuha sa bata ang dulaan sa kahon
MaureenAgrazamendez_20260530_001013.png,Nagtanom si lolo og saging sa umahan
MaureenAgrazamendez_20260530_001102.png,Gipalit nako ang prutas para panihapon
MaureenAgrazamendez_20260530_001219.png,Nagpraktis sila og sayaw sa gym
MaureenAgrazamendez_20260530_001258.png,Gisulod niya ang kwarta sa pitaka
MaureenAgrazamendez_20260530_001336.png,Gihangyo ko ni mama nga mamalit
MaureenAgrazamendez_20260530_001431.png,Nagtan-aw ang mga tawo sa parada
MaureenAgrazamendez_20260530_001559.png,Gidala sa rider ang pagkaon sa balay
MaureenAgrazamendez_20260530_001638.png,Gisibog niya ang bangko duol sa bintana
MaureenAgrazamendez_20260530_001857.png,Nagtimpla ko og kape pagkabuntag
MaureenAgrazamendez_20260530_001944.png,Gikuha niya ang cellphone sa lamesa
MaureenAgrazamendez_20260530_002016.png,Nisaka ang bata sa hagdanan
MaureenAgrazamendez_20260530_002139.png,Gipaandar nila ang computer sa laboratoryo
MaureenAgrazamendez_20260530_002216.png,Naglimpyo si ate sa kusina
MaureenAgrazamendez_20260530_002410.png,Gisuksok niya ang papel sa bag
MaureenAgrazamendez_20260530_002540.png,Nipalit mi og tubig sa convenience store
MaureenAgrazamendez_20260530_002622.png,Gikuha sa iring ang isda sa plato
MaureenAgrazamendez_20260530_002731.png,Nagsulat siya og sulat para sa maestro
MaureenAgrazamendez_20260530_002822.png,Gibira niya ang pisi sa kampana
MaureenAgrazamendez_20260530_002955.png,Nagdula mi og chess sa hapon
MaureenAgrazamendez_20260530_003106.png,Gisira sa guard ang ganghaan sa eskwelahan
MaureenAgrazamendez_20260530_003154.png,Gikuha ni papa ang sakyanan sa garahe
MaureenAgrazamendez_20260530_003257.png,Nagtanom ko og bulak sa atubangan balay
MaureenAgrazamendez_20260530_003400.png,Gisul-ob niya ang relo sa wala nga kamot
MaureenAgrazamendez_20260530_003449.png,Naglinya ang mga estudyante sa covered court
MaureenAgrazamendez_20260530_003540.png,Gikuha nako ang tubig gikan sa ref
MaureenAgrazamendez_20260530_003628.png,Nipalit sila og bugas sa merkado
MaureenAgrazamendez_20260530_003721.png,Gidala ni mama ang bata sa klinika
EdwinRojo_20260530_003751.png,Nagkiskis ko sa salog sa banyo
EdwinRojo_20260530_003829.png,Nagkuha ko og numero sa pila
EdwinRojo_20260530_003917.png,Nangadto mi sa covered court
EdwinRojo_20260530_003954.png,Giputos ko ang regalo sa pulang papel
EdwinRojo_20260530_004722.png,Gipahimutang ang lamesa duol sa bintana
EdwinRojo_20260530_004724.png,Gipilo nako ang habol human nako mata
EdwinRojo_20260530_004731.png,Gisuklay niya ang buhok sa iyang anak
EdwinRojo_20260530_004737.png,Gisandig ang bisikleta sa poste
EdwinRojo_20260530_004756.png,Gikarga sa rider ang parcel sa motorsiklo
EdwinRojo_20260530_004802.png,Gipanilhig ko ang uga nga mga dahon
EdwinRojo_20260530_004807.png,Gibitay ang sinina sa pisi
EdwinRojo_20260530_004826.png,Gisukod ko ang gilapdon sa kwarto
EdwinRojo_20260530_004836.png,Gidukdok ang ahos para sa sawsawan
EdwinRojo_20260530_004857.png,Gipahimutang sa maestro ang projector sa lamesa
EdwinRojo_20260530_004903.png,Gikayod ang yelo para sa juice
EdwinRojo_20260530_004910.png,Gibubo ang sabaw sa panaksan
EdwinRojo_20260530_004914.png,Gipaandar ang bentilador sa sala
EdwinRojo_20260530_004918.png,Gisab-it ang bag sa bangkito
EdwinRojo_20260530_005708.png,Gibuklad ang banig sa salog
EdwinRojo_20260530_005711.png,Gipangayo ang permit sa opisina
EdwinRojo_20260530_005715.png,Gipislit niya ang preno sa bisikleta
EdwinRojo_20260530_005719.png,Gibira ko ang drawer hinay-hinay
EdwinRojo_20260530_005726.png,Gipaak sa iro ang tsinelas
EdwinRojo_20260530_005730.png,Gibayloan ko siya og sinsilyo
EdwinRojo_20260530_005734.png,Gisulod ang resibo sa folder
EdwinRojo_20260530_005738.png,Gipahid ang mantika sa kawali
EdwinRojo_20260530_005742.png,Gikabit ang extension cord sa outlet
EdwinRojo_20260530_005748.png,Gipintalan ang dingding og bag-ong kolor
EdwinRojo_20260530_005752.png,Gisuksok ang medyas sa drawer
EdwinRojo_20260530_005756.png,Gibahin ang keyk sa tanan
EdwinRojo_20260530_005800.png,Gikugos sa inahan ang iyang bata
EdwinRojo_20260530_005806.png,Gipahiran ang lamesa og basang panapton
EdwinRojo_20260530_005809.png,Gikaylap ang mga papel sa lamesa
EdwinRojo_20260530_005816.png,Gitupi ang karton aron mahimong kahon
EdwinRojo_20260530_005822.png,Gisudlay ang hilo sa dagom
EdwinRojo_20260530_005828.png,Gisukol nila ang baha sa dalan
EdwinRojo_20260530_005832.png,Gitindog ang payong sa gawas
EdwinRojo_20260530_005837.png,Gikupot nako ang init nga tasa
EdwinRojo_20260530_011631.png,Gisugba ang mais sa uling
EdwinRojo_20260530_011635.png,Gikarga ang kahoy sa traysikol
EdwinRojo_20260530_011639.png,Gibuboan og tubig ang nalaya nga tanom
EdwinRojo_20260530_011644.png,Gitahi ang gisi sa bag
EdwinRojo_20260530_011646.png,Gipaambit niya ang iyang baon
EdwinRojo_20260530_011649.png,Gikiskis ang sapatos aron mosidlak
EdwinRojo_20260530_011653.png,Gisagol ang asukar sa kape
EdwinRojo_20260530_011657.png,Gipaandar ang blender sa kusina
EdwinRojo_20260530_011701.png,Gipuga ang labada sa likod sa balay
EdwinRojo_20260530_011705.png,Gihuyop ang abo sa kalan
EdwinRojo_20260530_011709.png,Gibutangan og label ang kahon
EdwinRojo_20260530_011715.png,Gisukob ang bugas sa sudlanan
EdwinRojo_20260530_011722.png,Gibitbit ang grocery pauli
EdwinRojo_20260530_011728.png,Gihawiran ang rehas samtang nisaka
EdwinRojo_20260530_011732.png,Gisud-ong nako ang bintana
EdwinRojo_20260530_011737.png,Gipahimutang ang mga bisita sa unahan
EdwinRojo_20260530_011742.png,Gibalik ang sukli sa tindera
EdwinRojo_20260530_011745.png,Gikayod ang lubi para sa kutsinta
EdwinRojo_20260530_011749.png,Giputos ang pan sa papel
EdwinRojo_20260530_011802.png,Gitapok ang mga lingkuranan human sa miting
EdwinRojo_20260530_011809.png,Gibayaw ang kahon ngadto sa estante
EdgardoRojas_20260530_034512.png,Gihigot niya ang pisi sa kahon
EdgardoRojas_20260530_034635.png,Nagsakay ko og habal-habal padulong sa terminal.
EdgardoRojas_20260530_034719.png,Giduso niya ang kariton sa merkado.
ChristianAngeloRamirez_20260530_035654.png,Nilingi ko sa akong likod
ChristianAngeloRamirez_20260530_035912.png,Nag-reconnect ang modem
ChristianAngeloRamirez_20260530_040000.png,Nipalit kog taho buntag
ChristianAngeloRamirez_20260530_040033.png,Naghulat ko boarding call
ChristianAngeloRamirez_20260530_040056.png,Nagtanom mig sili
ChristianAngeloRamirez_20260530_040134.png,Nagtubig ko sa tanom
ChristianAngeloRamirez_20260530_040218.png,Nisaka ang tubig sa baha
ChristianAngeloRamirez_20260530_040305.png,Naghuwam kog gunting
ChristianAngeloRamirez_20260530_040339.png,Nagputol kog karton
ChristianAngeloRamirez_20260530_040421.png,Nagbalot kog regalo
ChristianAngeloRamirez_20260530_040459.png,Nagbayad kog exact amount
ChristianAngeloRamirez_20260530_040531.png,Naghuwam kog sukli
EdgardoRojas_20260530_040547.png,Gibuksan nako ang bintana aron mosulod ang hangin.
ChristianAngeloRamirez_20260530_040606.png,Nisaka ang plite
ChristianAngeloRamirez_20260530_040716.png,Nagtan-aw ko sa mga bituon nga hayag kaayo.
EdgardoRojas_20260530_040738.png,Nagdala ko og payong tungod sa ulan.
ChristianAngeloRamirez_20260530_040752.png,Nagpahulay ko human sa trabaho.
ChristianAngeloRamirez_20260530_040835.png,Nakit-an nako ang kahoy nga puno sa bunga.
ChristianAngeloRamirez_20260530_040935.png,Ang adlaw nagsalop nga nindot kaayo tan-awon.
ChristianAngeloRamirez_20260530_041014.png,Nag-inom ko og tubig human sa dagan.
EdgardoRojas_20260530_041058.png,Gihakot nila ang mga kahon ngadto sa bodega.
ChristianAngeloRamirez_20260530_041135.png,Nagbasa ko og balita sa cellphone.
ChristianAngeloRamirez_20260530_041215.png,Nagpahulay ko sa sulod sa kwarto.
ChristianAngeloRamirez_20260530_041310.png,Nagtan-aw ko sa dagat nga malinawon.
ChristianAngeloRamirez_20260530_041347.png,Nalingaw ko sa paglakaw sa baybayon.
ChristianAngeloRamirez_20260530_041426.png,Nagtan-aw ko sa mga bituon sa gabii.
ChristianAngeloRamirez_20260530_041508.png,Naglakaw ko sa merkado sa buntag.
ChristianAngeloRamirez_20260530_041548.png,Nagbasa ko og libro sa library.
ChristianAngeloRamirez_20260530_041634.png,Nakit-an nako ang kahoy nga puno sa bunga.
EdgardoRojas_20260530_041726.png,Naghimo ko og listahan sa mga palitonon.
ChristianAngeloRamirez_20260530_041736.png,Nagpahulay ko human sa klase.
ChristianAngeloRamirez_20260530_041826.png,Nagtan-aw ko sa dagat nga malinawon.
EdgardoRojas_20260530_041848.png,Gipalong niya ang radyo sa kusina.
ChristianAngeloRamirez_20260530_041911.png,Nalingaw ko sa pagbisita sa bukid.
ChristianAngeloRamirez_20260530_041954.png,Nag-inom ko og kape sa buntag.
ChristianAngeloRamirez_20260530_042028.png,Nagpahulay ko sa sulod sa kwarto.
ChristianAngeloRamirez_20260530_042109.png,Nagbasa ko og balita sa cellphone.
ChristianAngeloRamirez_20260530_042225.png,Nagpahulay ko human sa trabaho.
EdgardoRojas_20260530_042305.png,Naghuwad ko sa impormasyon gikan sa pisara.
ChristianAngeloRamirez_20260530_042310.png,Ang kinabuhi puno sa bag-ong kahigayonan.
EdgardoRojas_20260530_042524.png,Gisira sa tindero ang estante sa gabii.
EdgardoRojas_20260530_042802.png,Gidala namo ang lamesa ngadto sa ikaduhang andana.
EdgardoRojas_20260530_043021.png,Naghugas siya og prutas sa gripo.
EdgardoRojas_20260530_044817.png,Gibalhin ang mga lingkuranan ngadto sa hall.
EdgardoRojas_20260530_045124.png,Nagsul-ob ko og tsinelas sa gawas.
EdgardoRojas_20260530_045744.png,Gikuskos niya ang salamin aron mahimong limpyo.
EdgardoRojas_20260530_050116.png,Nagtulod ko sa pultahan kay bug-at kini.
EdgardoRojas_20260530_051003.png,Gidawat niya ang sulat gikan sa kartero.
EdgardoRojas_20260530_051332.png,Gibutang ang mga plato sulod sa kabinet.
JamesTubiano_20260530_080213.png,Misakay ko og multicab pauli
JamesTubiano_20260530_080229.png,Mipirma ko sa clearance form
JamesTubiano_20260530_080241.png,Gibubo nako ang kape sa tasa
JamesTubiano_20260530_080256.png,Nisukli ang tindera og tarong
JamesTubiano_20260530_080307.png,Mipahimutang sila sa conference room
JamesTubiano_20260530_080321.png,Gipaandar niya ang blender sa kusina
JamesTubiano_20260530_080339.png,Gibitad niya ang kurtina sa buntag
JamesTubiano_20260530_080354.png,Gisud-ong niya ang bulan/buwan sa gawas
JamesTubiano_20260530_080402.png,Gisulod nako ang kwarta sa pitaka
JamesTubiano_20260530_080415.png,Gibunalan ang unlan aron mawagtang ang abog
JamesTubiano_20260530_080425.png,Gipauli ang mga estudyante sayo
JamesTubiano_20260530_080458.png,Gikuha sa kahera ang bayad sa kustomer.
JamesTubiano_20260530_080512.png,Gipaandar pag-usab ang router
JamesTubiano_20260530_080520.png,Gipahimutang ang mga libro sa estante
JamesTubiano_20260530_080526.png,Gipalit niya ang prutas sa merkado
JamesTubiano_20260530_080638.png,Gipalit nako ang sabon sa tindahan
JamesTubiano_20260530_080651.png,Gikuha nako ang libro sa lamesa
JamesTubiano_20260530_080700.png,Gibasa niya ang sulat sa iyang higala
JamesTubiano_20260530_080707.png,Gisulat ko ang tubag sa papel
JamesTubiano_20260530_080733.png,Gikaon nila ang pan sa pamahaw
JamesTubiano_20260530_080745.png,Giinom nako ang tubig human dagan
JamesTubiano_20260530_080758.png,Giluto niya ang isda para paniudto
JamesTubiano_20260530_080806.png,Gihugasan ko ang mga plato sa kusina
JamesTubiano_20260530_080813.png,Gipanilhig niya ang salog sa sala
JamesTubiano_20260530_080818.png,Gidungan namo ang lakaw pauli
JamesTubiano_20260530_080825.png,Gisukod ko ang pantalon sa mall
JamesTubiano_20260530_080832.png,Gipilo niya ang mga sinina human laba
JamesTubiano_20260530_080839.png,Gibitay nako ang tualya sa pisi
JamesTubiano_20260530_080851.png,Gisuklay niya ang iyang buhok sa salamin
JamesTubiano_20260530_080858.png,Gikiskis nako ang salog sa banyo
JamesTubiano_20260530_080918.png,Gipalit niya ang tiket sa estasyon.
JamesTubiano_20260530_080936.png,Gitahi niya ang gisi nga uniporme
JamesTubiano_20260530_080943.png,Gidukdok ko ang sibuyas para luto
JamesTubiano_20260530_080953.png,Gikayod niya ang lubi para bibingka
JamesTubiano_20260530_080958.png,Gisugba nako ang saging sa uling
JamesTubiano_20260530_081007.png,Gibutang niya ang sapatos sa ilawom sa higdaanan
JamesTubiano_20260530_081012.png,Gipaandar niya ang electric fan sa kwarto
JamesTubiano_20260530_081029.png,Gipalong ko ang suga sa sala
JamesTubiano_20260530_081036.png,Gisusi nako ang detalye sa resibo
JamesTubiano_20260530_081046.png,Gikuha niya ang numero sa pila
JamesTubiano_20260530_081056.png,Gisud-ong niya ang buwan sa gawas
JamesTubiano_20260530_081109.png,Nipalit kog kandila ug posporo
JamesTubiano_20260530_081117.png,Nagkuha ko og queue number
JamesTubiano_20260530_081132.png,Naghulat mi sa among turn
JamesTubiano_20260530_081144.png,Nisaka ang elevator hinay
JamesTubiano_20260530_081159.png,Naguba ang printer sa office
JamesTubiano_20260530_081204.png,Nagsulat kog notes sa notebook
JamesTubiano_20260530_081209.png,Nipalit kog mangosteen sa kanto
JamesTubiano_20260530_081219.png,Naghuwat kog sukli
JamesTubiano_20260530_081231.png,Nagsiga ko og kandila
JamesTubiano_20260530_081241.png,Nipauli ko pagkahuman klase
JamesTubiano_20260530_081254.png,Naghugas mig plato human kaon
JamesTubiano_20260530_081305.png,Nagtiklop ko sa sinina
JamesTubiano_20260530_081316.png,Naghikay kog higdaanan
JamesTubiano_20260530_081327.png,Naghinlo ko sa banyo
JamesTubiano_20260530_081345.png,Nagtan-aw kog balita sa TV
JamesTubiano_20260530_081350.png,Naghulat ko sa gate
JamesTubiano_20260530_081354.png,Nisaka ko sa stage
JamesTubiano_20260530_081402.png,Nipalit kog prepaid card
JamesTubiano_20260530_081417.png,Nawala ang internet connection
EdgardoRojas_20260530_092916.png,Nagpalit sila og yelo para sa ilimnon.
EdgardoRojas_20260530_092957.png,Gikuha nako ang charger gikan sa outlet.
EdgardoRojas_20260530_093043.png,Gisulod niya ang dokumento sa envelope.
EdgardoRojas_20260530_093207.png,Nag-abli ang tindahan sayo sa buntag.
EdgardoRojas_20260530_093329.png,Gihipos nako ang mga dulaan human magdula.
EdgardoRojas_20260530_093412.png,Nagtanom siya og pechay sa tanaman.
EdgardoRojas_20260530_093500.png,Gidala sa drayber ang mga pasahero sa lungsod.
ChristianAngeloRamirez_20260530_093521.png,Ang kahayag sa adlaw misulod sa akong kwarto.
EdgardoRojas_20260530_093534.png,Gikolekta nila ang basura sa dalan.
ChristianAngeloRamirez_20260530_093604.png,Ang hangin nagdala og kahumot sa palibot.
EdgardoRojas_20260530_093639.png,Naghugas ko sa sakyanan kada Domingo.
ChristianAngeloRamirez_20260530_093648.png,Nagtan-aw ko sa ulan nga kusog kaayo.
ChristianAngeloRamirez_20260530_093728.png,Ang bata nagdula sa lapok nga basa.
EdgardoRojas_20260530_093733.png,Gipaandar niya ang washing machine sa buntag.
ChristianAngeloRamirez_20260530_093812.png,Ang hangin nagdala og kahupayan sa kainit.
EdgardoRojas_20260530_093846.png,Nagtimbang ko og bugas sa tindahan.
EdgardoRojas_20260530_093931.png,Giduso sa kusog nga hangin ang ganghaan.
ChristianAngeloRamirez_20260530_094025.png,Nag-inom ko og kape sa buntag.
EdgardoRojas_20260530_094030.png,Gikuha sa maestro ang attendance sheet.
ChristianAngeloRamirez_20260530_094109.png,Ang hangin nagdala og kahumot sa kahoy.
ChristianAngeloRamirez_20260530_094202.png,Nakit-an nako ang kahoy nga puno sa bunga.
EdgardoRojas_20260530_094203.png,Nagsakay sila og bangka padulong sa pikas isla.
ChristianAngeloRamirez_20260530_094248.png,Nagsunod ang mga tawo sa linya sa cashier.
ChristianAngeloRamirez_20260530_094337.png,Gidala namo ang pagkaon ngadto sa piknikan.
EdgardoRojas_20260530_094357.png,Gibutang ang tubig sulod sa botelya.
EdgardoRojas_20260530_094403.png,Naghikay siya sa mga libro sumala sa titulo.
EdgardoRojas_20260530_094412.png,Gidala nako ang mga papeles sa registrar.
ChristianAngeloRamirez_20260530_094428.png,Gikuha niya ang helmet sa ibabaw sa lamesa.
ChristianAngeloRamirez_20260530_094524.png,Naghimo ang panday og bag-ong estante.
ChristianAngeloRamirez_20260530_094601.png,Gibutang ang sabon tupad sa lababo.
ChristianAngeloRamirez_20260530_094646.png,Nagpalit ko og bolpen ug lapis sa bookstore.
ChristianAngeloRamirez_20260530_094732.png,Gihikay nila ang mga lamesa para sa seminar.
ChristianAngeloRamirez_20260530_094811.png,Gikuha sa empleyado ang susi sa opisina.
ChristianAngeloRamirez_20260530_094856.png,Nagsaka ang adlaw sa sidlakan.
